title,description,skill,link,img_url,label
Front End Developer,CompuGroup Medical Bilgi Sistemleri A.Ş.,"git, html5, java, javascript",https://www.kariyer.net//is-ilani/compugroup-medical-bilgi-sistemleri-a-s-front-end-developer-3407774,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/19177_logo.gif,front-end developer
Mid-Level Software Specialist,PALMET ENERJİ A.Ş.-PALMET ŞİRKETLER GRUBU,"mvc, scrum, html, programming, css, design, sql",https://www.kariyer.net//is-ilani/palmet-enerji-a-s-palmet-sirketler-grubu-mid-level-yazilim-uzmani-3223281,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/8186_252185.jpg,data warehouse developer
Software specialist,RECRA DANISMANLIK OZEL ISTIHDAM HIZMETLERI A.S.,"mvc, restful",https://www.kariyer.net//is-ilani/recra-danismanlik-ozel-istihdam-hizmetleri-a-s-yazilim-uzmani-3444126,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1111_217127.jpg,data analyst
React Software Developer,Gizli Firma,"html5, restful, typescript",https://www.kariyer.net//is-ilani/gizli-firma-react-yazilim-gelistirme-uzmani-3167295,,front-end developer
Reactjs Developer,YEK TEKNOLOJİ PAZARLAMA A.Ş,"html5, restful, engineering, javascript",https://www.kariyer.net//is-ilani/yek-teknoloji-pazarlama-a-s-reactjs-developer-3479267,/_assets/img/firma-logosuz.png,front-end developer
ERP Software Specialist,Horoz Lojistik Kargo Hizmetleri ve Tic. A.Ş.,oracle,https://www.kariyer.net//is-ilani/horoz-lojistik-kargo-hizmetleri-ve-tic-a-s-erp-yazilim-uzmani-3396681,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/horoz_3.gif,data analyst
C# Developer,T-Soft,"restful, linq, erp, wpf, git, sql",https://www.kariyer.net//is-ilani/t-soft-c-gelistiricisi-3505711,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tsoftlogo1.jpg,data warehouse developer
ABAP Software Specialist,Gemak Şirketler Grubu,"sap, sql",https://www.kariyer.net//is-ilani/gemak-sirketler-grubu-abap-yazilim-uzmani-3426651,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tuzla_5.gif,data warehouse developer
Machine Software Systems Specialist,DURMAZLAR MAKİNA SANAYİİ VE TİCARETA.Ş.,"visual basic, xml",https://www.kariyer.net//is-ilani/durmazlar-makina-sanayii-ve-ticareta-s-makina-yazilim-sistemleri-uzmani-3175953,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/3801_252524.jpg,data analyst
C# Software Specialist,Tırsan Şirketler Grubu,"bootstrap, web services, html5, css, sql, javascript",https://www.kariyer.net//is-ilani/tirsan-sirketler-grubu-c-yazilim-uzmani-3508005,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tirsan_logo_yeni.gif,data warehouse developer
Software specialist,Petlas Lastik Sanayi ve Ticaret A.Ş.,"json, mvc, ajax, xml, html5, oracle, css, javascript",https://www.kariyer.net//is-ilani/petlas-lastik-sanayi-ve-ticaret-a-s-yazilim-uzmani-3331523,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/aozcan_logo.gif,front-end developer
Software Specialist (.Net),KAYAPORT TEKNOLOJİ HİZM. SAN. VE TİC. A.Ş.,"json, mvc, linq, web services, xml, git, sql",https://www.kariyer.net//is-ilani/kayaport-teknoloji-hizm-san-ve-tic-a-s-yazilim-uzmani-net-3489856,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/158474_215212.jpg,data warehouse developer
Oracle PL/SQL Developer,Agito Bilgisayar Yazılım ve Danışmanlık Hizmetleri Anonim Şirketi,"mathematics, insurance, oracle, engineering",https://www.kariyer.net//is-ilani/agito-bilgisayar-yazilim-ve-danismanlik-hizmetleri-oracle-pl-sql-developer-3299532,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/7517_246484.jpg,data warehouse developer
Software specialist,ÖZ-KAN Makina Elemanları San. ve Tic. A.Ş. - HAWLE Beteiligungsgesellschaft m.b.H,erp,https://www.kariyer.net//is-ilani/oz-kan-makina-elemanlari-san-ve-tic-a-s-hawle-yazilim-uzmani-2389987,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/23524_logo2.gif,data analyst
Software specialist,BPO B PLAS PLASTIC OMNIUM OTOMOTİV PLASTİK VE METAL YAN SAN.A.Ş.,"css, erp, html, javascript",https://www.kariyer.net//is-ilani/bpo-b-plas-plastic-omnium-otomotiv-plastik-ve-meta-yazilim-uzmani-3478136,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/22046bpo.gif,front-end developer
Software developing expert,FSD YAZILIM BİLİŞİM DANIŞMANLIK HİZMETLERİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,"json, mvc, html, xml, css, sql, javascript",https://www.kariyer.net//is-ilani/fsd-yazilim-bilisim-danismanlik-hizmetleri-ic-ve-d-yazilim-gelistirme-uzmani-3500325,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/246233_201268.jpg,data warehouse developer
ASP.NET Software Specialist,ODAK İNOVASYON NET YAZILIM VE DANIŞ.HİZM.LTD.ŞTİ.,"mvc, ajax, bootstrap, erp, html, design, sql, javascript",https://www.kariyer.net//is-ilani/odak-inovasyon-net-yazilim-ve-danis-hizm-ltd-sti-asp-net-yazilim-uzmani-3499852,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/199741_179446.jpg,data warehouse developer
Software specialist,RAFİNERA YİYECEK İÇECEK GIDA HİZMETLERİSAN VE TİC A.Ş.,"mvc, ajax, html, css, mysql",https://www.kariyer.net//is-ilani/rafinera-yiyecek-icecek-gida-hizmetlerisan-ve-tic-yazilim-uzmani-3506628,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/37630_logo.gif,data warehouse developer
Software Specialist (.Net Core),TUS-DATA YAYINCILIK.EĞT.DANŞ.SAĞ.VE BİLGHİZ.SAN.TİC.A.Ş.,"html, git, postgresql, css, mysql, javascript",https://www.kariyer.net//is-ilani/tus-data-yayincilik-egt-dans-sag-ve-bilghiz-san-ti-yazilim-uzmani-net-core-3506465,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/14409_logo.gif,data warehouse developer
.Net Software Specialist,Türkiye Finans Katılım Bankası,sql,https://www.kariyer.net//is-ilani/turkiye-finans-katilim-bankasi--net-yazilim-uzmani-2695389,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/türkiye finans logo.png,data warehouse developer
Card Payment Systems Developer,TÜRKİYE FİNANS KATILIM BANKASI A.Ş.,microsoft,https://www.kariyer.net//is-ilani/turkiye-finans-katilim-bankasi-a-s-kartli-odeme-sistemleri-yazilimcisi-2799365,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/4594_251191.jpg,data analyst
Back-End Developer,Bimser Çözüm Yazılım Tic.A.Ş.,"git, azure",https://www.kariyer.net//is-ilani/bimser-cozum-yazilim-tic-a-s-back-end-developer-3091007,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/25138_251769.jpg,cloud solutions architect
Software specialist,Istanbul Kültür Üniversitesi,"linux, laravel, html, git, css, javascript",https://www.kariyer.net//is-ilani/istanbul-kultur-universitesi-yazilim-uzmani-3503663,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/21388_logo.gif,front-end developer
Software specialist,İLETİŞİM BİLGİSAYAR YAZILIM SİSTEMLERİ İHRACAT İTHALAT SAN VE TİC.A.Ş,microsoft,https://www.kariyer.net//is-ilani/iletisim-bilgisayar-yazilim-sistemleri-ihracat-ith-yazilim-uzmani-3499771,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yazılım.png,data analyst
Software specialist,Batı Innovative Logistics,"json, mvc, restful, xml, html5, sql, javascript",https://www.kariyer.net//is-ilani/bati-innovative-logistics-yazilim-uzmani-3504938,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/46033_175909.jpg,data warehouse developer
Software specialist,Çetin Civata San Ve Tic.A.ş,erp,https://www.kariyer.net//is-ilani/cetin-civata-san-ve-tic-a-s-yazilim-uzmani-3502630,/_assets/img/firma-logosuz.png,data analyst
Software Support and Project Specialist,HASTAVUK GIDA TARIMHAYVANCILIK SAN.VE TİC.A.Ş.,"erp, sap, sql",https://www.kariyer.net//is-ilani/hastavuk-gida-tarimhayvancilik-san-ve-tic-a-s-yazilim-destek-ve-proje-uzmani-3499995,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/17278_logo.gif,data warehouse developer
Business Intelligence Specialist,FUZUL TASARRUF FİNANSMAN A.Ş.,"excel, sql",https://www.kariyer.net//is-ilani/fuzul-tasarruf-finansman-a-s-is-zekasi-uzmani-3503060,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/91665_logo.gif,data warehouse developer
Senior Full Stack Developer,FUZUL TASARRUF FİNANSMAN A.Ş.,"restful, bootstrap, html, typescript, css, javascript",https://www.kariyer.net//is-ilani/fuzul-tasarruf-finansman-a-s-senior-full-stack-developer-2283255,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/fz_log.jpg,front-end developer
Software specialist,Yılmaz Redüktör A.Ş.,"json, flex, bootstrap, xml, html5, css, javascript",https://www.kariyer.net//is-ilani/yilmaz-reduktor-a-s-yazilim-uzmani-3502186,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/12710_logo.gif,front-end developer
Software specialist,NovaCore Bilişim Sistemleri ve Dan. Hiz. Ltd. Şti.,sql,https://www.kariyer.net//is-ilani/novacore-bilisim-sistemleri-ve-dan-hiz-ltd-sti-yazilim-uzmani-3066300,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/160904_199399.jpg,data warehouse developer
Software specialist,Teklas Kauçuk,"html5, erp, mvc, sql",https://www.kariyer.net//is-ilani/teklas-kaucuk-yazilim-uzmani-3015761,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1608_244133.jpg,data warehouse developer
Software specialist,AKGÜN BİLGİSAYAR PROGRAM VE HİZMETLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,"scrum, oracle, postgresql, git, design",https://www.kariyer.net//is-ilani/akgun-bilgisayar-program-ve-hizmetleri-sanayi-tica-yazilim-uzmani-3479414,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/akgunbil_logo.gif,data warehouse developer
Software Specialist (Transfer Center Applications),MNG Kargo Yurtiçi ve Yurtdışı Taşımacılık A.Ş.,"mvc, sql",https://www.kariyer.net//is-ilani/mng-kargo-yurtici-ve-yurtdisi-tasimacilik-a-s-yazilim-uzmani-transfer-merkezleri-uygulamalari-3458175,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/5754_logo2.gif,data warehouse developer
Software specialist,Key Holding A.Ş.,"linux, mvc, ajax, laravel, php, erp, xml, html5, git, oracle, css, javascript",https://www.kariyer.net//is-ilani/key-holding-a-s-yazilim-uzmani-3486031,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/14181_190109.jpg,front-end developer
Software specialist,ULU MOTOR SAN. VE TİC.A.Ş.,php,https://www.kariyer.net//is-ilani/ulu-motor-san-ve-tic-a-s-yazilim-uzmani-3501638,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/79489_238084.jpg,web developer
Web Developer,Weltew Modüler Mobilya,"linux, mvc, laravel, php, html, mysql, git, microsoft, css, drupal, javascript",https://www.kariyer.net//is-ilani/weltew-moduler-mobilya-web-yazilim-uzmani-3501637,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/weltewhomelogo.jpg,data warehouse developer
Software specialist,sedbim bilişim sanayi ticaret ltd şti,"mvc, restful, erp, html, git, css, sql, javascript",https://www.kariyer.net//is-ilani/sedbim-bilisim-sanayi-ticaret-ltd-sti-yazilim-uzmani-3498102,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/69122_logo.gif,data warehouse developer
Software specialist,HERYER ONLİNE YAZILIM REKLAM EĞİTİM HİZMETLERİ DIŞ TİCARET ANONİM ŞİRKETİ,"meteorjs, bootstrap, git, design, javascript",https://www.kariyer.net//is-ilani/heryer-online-yazilim-reklam-egitim-hizmetleri-dis-yazilim-uzmani-3499007,/_assets/img/firma-logosuz.png,front-end developer
Dms Software Developer,Arvato Lojistik Dış Ticaret ve E Ticaret Hizmetleri A.Ş.,"scrum, engineering, ecommerce, automotive, management, oauth, agile development, programming, insurance, redis, reviews, design, debugging, sql",https://www.kariyer.net//is-ilani/arvato-lojistik-dis-ticaret-ve-e-ticaret-hizmetler-dms-software-developer-3393443,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yeni.jpg.jpg,data warehouse developer
Dms Software Developer,Arvato Lojistik Dış Ticaret ve E Ticaret Hizmetleri A.Ş.,"scrum, engineering, ecommerce, automotive, management, oauth, agile development, programming, insurance, redis, reviews, design, debugging, sql",https://www.kariyer.net//is-ilani/arvato-lojistik-dis-ticaret-ve-e-ticaret-hizmetler-dms-software-developer-3457662,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/yeni.jpg.jpg,data warehouse developer
Software specialist,BAŞARI ULUSLARARASI FUARCILIK ANONİM ŞİRKETİ,"asp, email marketing, marketing, seo, java, sql",https://www.kariyer.net//is-ilani/basari-uluslararasi-fuarcilik-anonim-sirketi-yazilim-uzmani-3498886,/_assets/img/firma-logosuz.png,data warehouse developer
Full Stack Developer,Ödeal Teknoloji A.Ş.,"restful, apache, git, java, sql",https://www.kariyer.net//is-ilani/odeal-teknoloji-a-s-full-stack-developer-3486131,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/wzbmshc3.fru.png,data warehouse developer
Software specialist,Erpa Ödeme Hizmetleri ve Elektronik Para A.Ş.,"css, html, postgresql, javascript",https://www.kariyer.net//is-ilani/erpa-odeme-hizmetleri-ve-elektronik-para-a-s-yazilim-uzmani-3496282,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/26775_182599.jpg,data warehouse developer
Senior Software Engineer - Java,AKSİGORTA A.Ş.,"j2ee, python, java",https://www.kariyer.net//is-ilani/aksigorta-a-s-kidemli-yazilim-muhendisi-java-3305199,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/aksigorta_logo.gif,data analyst
Software Specialist and Software Specialist Assist.,COMPUGROUP MEDICAL BİLGİ SİSTEMLERİ A.Ş.,"css, git, html",https://www.kariyer.net//is-ilani/compugroup-medical-bilgi-sistemleri-a-s-yazilim-uzmani-yazilim-uzman-yrd-1647595,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/19177_logo.gif,front-end developer
Software specialist,İbn Haldun Üniversitesi,"linux, mvc, laravel, php, erp, git, html5, microsoft, css, crm, mysql, javascript",https://www.kariyer.net//is-ilani/ibn-haldun-universitesi-yazilim-uzmani-3492209,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/220054_187254.jpg,data warehouse developer
Software specialist,Otokar,"sap, sql",https://www.kariyer.net//is-ilani/otokar-yazilim-uzmani-3491801,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/otokar_logo.gif,data warehouse developer
Software Specialist,Katılımevim Tasarruf Finansman A.Ş,"json, mvc, scrum, engineering, web services, xml, wpf, software development, microsoft, design, sql",https://www.kariyer.net//is-ilani/katilimevim-tasarruf-finansman-a-s-software-specialist-3395344,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/209792_253349.jpg,data warehouse developer
Software specialist,ARSLAN ALÜMİNYUM A.Ş.,"python, django, mysql, javascript",https://www.kariyer.net//is-ilani/arslan-aluminyum-a-s-yazilim-uzmani-3343708,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/arsalan alüimyum.gif,data warehouse developer
Software specialist,Eylul yazılım LTD sti,"sql, microsoft",https://www.kariyer.net//is-ilani/eylul-yazilim-ltd-sti-yazilim-uzmani-3485032,/_assets/img/firma-logosuz.png,data warehouse developer
Software specialist,Minerva Yazılım,"html, oracle, css, sql, javascript",https://www.kariyer.net//is-ilani/minerva-yazilim-yazilim-uzmani-3405733,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/2417_192678.jpg,data warehouse developer
Software Specialist (Disabled),TEB - Türk Ekonomi Bankası,"linux, python, swift, html5, css, java, sql, javascript",https://www.kariyer.net//is-ilani/teb-turk-ekonomi-bankasi-yazilim-uzmani-engelli-2941084,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1126_251147.jpg,data warehouse developer
Software specialist,Makel Elektrik Malzemeleri,"mvc, restful, microsoft sql server, microsoft, sql",https://www.kariyer.net//is-ilani/makel-elektrik-malzemeleri-yazilim-uzmani-3484798,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/makel_logo.gif,data warehouse developer
Software Specialist (Node.Js),Colin's,"git, typescript, sql",https://www.kariyer.net//is-ilani/colin-s-yazilim-uzmani-node-js-2619552,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/eroglu_3.gif,data warehouse developer
Software specialist,Wall Street English-Turkiye,"ajax, php, html, css, crm, seo, sql, javascript",https://www.kariyer.net//is-ilani/wall-street-english-turkiye-yazilim-uzmani-3482909,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/wallstreet_logo.gif,data warehouse developer
Software specialist,FASTSOFT BİLİŞİM TEKNOLOJİ A.Ş,"json, mvc, restful, ajax, xml, microsoft, git, sql, javascript",https://www.kariyer.net//is-ilani/fastsoft-bilisim-teknoloji-a-s-yazilim-uzmani-3407087,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/203405_174935.jpg,data warehouse developer
Software Specialist (Full Stack Php),TİTİZ AGROGRUP TARIM GIDA ÜRE. VE TİC.A.Ş.,"mvc, ajax, bootstrap, php, html, dari, css, design, mysql, sql, javascript",https://www.kariyer.net//is-ilani/titiz-agrogrup-tarim-gida-ure-ve-tic-a-s-yazilim-uzmani-full-stack-php-3480610,/_assets/img/firma-logosuz.png,data warehouse developer
Software specialist,PROSES YAZILIM BİLİŞİM SANAYİ TİCARET LİMİTED ŞİRKETİ,"json, mvc, ajax, javascript",https://www.kariyer.net//is-ilani/proses-yazilim-bilisim-sanayi-ticaret-limited-sirk-yazilim-uzmani-3481569,/_assets/img/firma-logosuz.png,front-end developer
Software Developer,Q YATIRIM HOLDİNG ANONİM ŞİRKETİ,"scrum, microsoft sql server, sql, azure, programming, elasticsearch, redis, microsoft, design, postgresql",https://www.kariyer.net//is-ilani/q-yatirim-holding-anonim-sirketi-software-developer-3481376,/_assets/img/firma-logosuz.png,data warehouse developer
Full Stack Developer,REFGEN BİYOTEKNOLOJİ ANONİM ŞİRKETİ,"restful, python, php, html, coding, biotechnology, git, html5, insurance, programming, research, building, health, css, design, javascript",https://www.kariyer.net//is-ilani/refgen-biyoteknoloji-anonim-sirketi-full-stack-developer-3481115,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/102823_212420.jpg,front-end developer
Software specialist,Ege Seramik A.Ş,sql,https://www.kariyer.net//is-ilani/ege-seramik-a-s-yazilim-uzmani-3326113,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1322 ege seramik logo.gif,data warehouse developer
Software specialist,Ege Seramik A.Ş,"erp, oracle",https://www.kariyer.net//is-ilani/ege-seramik-a-s-yazilim-uzmani-3326361,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/1322 ege seramik logo.gif,data analyst
Software specialist,Özel Ankara Maya Göz Hastalıkları Merkezi,"mvc, bootstrap, html5, sql, javascript",https://www.kariyer.net//is-ilani/ozel-ankara-maya-goz-hastaliklari-merkezi-yazilim-uzmani-3471932,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/16055_logo.gif,data warehouse developer
Software specialist,Agito Bilgisayar Yazılım ve Danışmanlık Hizmetleri Anonim Şirketi,oracle,https://www.kariyer.net//is-ilani/agito-bilgisayar-yazilim-ve-danismanlik-hizmetleri-yazilim-uzmani-3157739,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/7517_255141.jpg,data analyst
Sharepoint Portal Expert,Türkiye Noterler Birliği,"html5, sharepoint, javascript",https://www.kariyer.net//is-ilani/turkiye-noterler-birligi-sharepoint-portal-uzmani-1845437,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/tnb yeni logo.gif,front-end developer
.Net Developer,Omuz Omuza Engelsiz İnsan Kaynakları,"json, mvc, microsoft sql server, ajax, html, xml, wpf, redis, microsoft, css, sql, javascript",https://www.kariyer.net//is-ilani/omuz-omuza-engelsiz-insan-kaynaklari--net-developer-2496842,https://img-kariyer.mncdn.com/UploadFiles/Clients/Logolar/omuzomuza.gif,data warehouse developer
.Net Developer,CRONOM BİLİŞİM VE YAZILIM TEKNOLOJİLERİ SAN.VE TİC. LTD. ŞTİ.,"mvc, html, redis, css, sql, javascript",https://www.kariyer.net//is-ilani/cronom-bilisim-ve-yazilim-teknolojileri-san-ve-tic--net-gelistirici-3504883,/_assets/img/firma-logosuz.png,data warehouse developer
